;Substance;code;primary_code;Lvl4;Lvl3;Lvl2;Lvl1;Class1;Class2;Class3;Class4
3841;hidrosmin;C05CA05;C05CA05;C05CA;C05C;C05;C;Cardiovascular;Vasoprotectives;Capillary stabilizing agents;Bioflavonoids
2912;troxerutin;C05CA04;C05CA04;C05CA;C05C;C05;C;Cardiovascular;Vasoprotectives;Capillary stabilizing agents;Bioflavonoids
1708;diosmin;C05CA03;C05CA03;C05CA;C05C;C05;C;Cardiovascular;Vasoprotectives;Capillary stabilizing agents;Bioflavonoids
3342;rutoside;C05CA01;C05CA01;C05CA;C05C;C05;C;Cardiovascular;Vasoprotectives;Capillary stabilizing agents;Bioflavonoids
2654;calcium dobesilate;C05BX01;C05BX01;C05BX;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Other sclerosing agents
2224;phenol;C05BB05;N01BX03;C05BB;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Sclerosing agents for local injection
3245;sodium tetradecyl sulfate;C05BB04;C05BB04;C05BB;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Sclerosing agents for local injection
3077;invert sugar;C05BB03;C05BB03;C05BB;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Sclerosing agents for local injection
1946;polidocanol;C05BB02;C05BB02;C05BB;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Sclerosing agents for local injection
3968;monoethanolamine oleate;C05BB01;C05BB01;C05BB;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Sclerosing agents for local injection
1503;heparinoid;C05BA51;C05BA51;C05BA;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Heparins or heparinoids for topical use
954;pentosan polysulfate;C05BA04;C05BA04;C05BA;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Heparins or heparinoids for topical use
2024;low molecular weight heparin;C05BA03;B01AB01;C05BA;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Heparins or heparinoids for topical use
352;heparin;C05BA03;C05BA03;C05BA;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Heparins or heparinoids for topical use
5057;sodium apolate;C05BA02;C05BA02;C05BA;C05B;C05;C;Cardiovascular;Vasoprotectives;Antivaricose;Heparins or heparinoids for topical use
3332;tribenoside;C05AX05;C05AX05;C05AX;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Other agents for treatment of hemorrhoids and anal fissures for topical use
297;diltiazem;C05AE03;C05AE03;C05AE;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Muscle relaxants
789;isosorbide dinitrate;C05AE02;C01DA08;C05AE;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Muscle relaxants
281;glyceryl trinitrate;C05AE01;C01DA02;C05AE;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Muscle relaxants
2270;pramocaine;C05AD07;C05AD07;C05AD;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Local anesthetics
2832;oxetacaine;C05AD06;C05AD06;C05AD;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Local anesthetics
2457;procaine;C05AD05;N01BA02;C05AD;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Local anesthetics
2665;cinchocaine;C05AD04;N01BB06;C05AD;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Local anesthetics
1774;benzocaine;C05AD03;N01BA05;C05AD;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Local anesthetics
2209;tetracaine;C05AD02;N01BA03;C05AD;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Local anesthetics
257;lidocaine;C05AD01;N01BB02;C05AD;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Local anesthetics
443;triamcinolone;C05AA12;H02AB08;C05AA;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Corticosteroids
1023;fluocinonide;C05AA11;C05AA11;C05AA;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Corticosteroids
1411;fluocinolone;C05AA10;C05AA10;C05AA;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Corticosteroids
13;dexamethasone;C05AA09;H02AB02;C05AA;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Corticosteroids
3774;fluocortolone;C05AA08;H02AB03;C05AA;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Corticosteroids
1290;fluorometholone;C05AA06;C05AA06;C05AA;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Corticosteroids
572;betamethasone;C05AA05;H02AB01;C05AA;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Corticosteroids
32;prednisolone;C05AA04;H02AB06;C05AA;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Corticosteroids
187;hydrocortisone;C05AA01;H02AB09;C05AA;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;Corticosteroids
2770;antihemorrhoids, unspecified;C05A;C05A;C05A;C05A;C05;C;Cardiovascular;Vasoprotectives;Antihemorroids;NA
4051;fasudil;C04AX32;C04AX32;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
5366;azapetine;C04AX30;C04AX30;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
2313;ifenprodil;C04AX28;C04AX28;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
3773;cinepazide;C04AX27;C04AX27;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
6522;cetiedil;C04AX26;C04AX26;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
6328;visnadine;C04AX24;C04AX24;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
6487;butalamine;C04AX23;C04AX23;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
2416;naftidrofuryl;C04AX21;C04AX21;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
2741;buflomedil;C04AX20;C04AX20;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
5667;suloctidil;C04AX19;C04AX19;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
3731;vinburnine;C04AX17;C04AX17;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
4048;bencyclane;C04AX11;C04AX11;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
5291;moxisylyte;C04AX10;C04AX10;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
4204;vincamine;C04AX07;C04AX07;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
3055;phenoxybenzamine;C04AX02;C04AX02;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
4600;cyclandelate;C04AX01;C04AX01;C04AX;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Other peripheral vasodilators
2396;kallidinogenase;C04AF01;C04AF01;C04AF;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Enzymes
3549;dihydroergocristine;C04AE04;C04AE04;C04AE;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Ergot alkaloids
2058;nicergoline;C04AE02;C04AE02;C04AE;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Ergot alkaloids
3599;etofylline;C04AD04;C04AD04;C04AD;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Purine derivatives
1037;pentoxifylline;C04AD03;C04AD03;C04AD;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Purine derivatives
5691;xantinol nicotinate;C04AD02;C04AD02;C04AD;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Purine derivatives
4306;tolazoline;C04AB02;M02AX02;C04AB;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Imidazoline derivatives
2607;phentolamine;C04AB01;C04AB01;C04AB;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;Imidazoline derivatives
4995;bamethan;C04AA31;C04AA31;C04AA;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;2-amino-1-phenylethanol derivatives
5000;buphenine;C04AA02;C04AA02;C04AA;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;2-amino-1-phenylethanol derivatives
3707;isoxsuprine;C04AA01;C04AA01;C04AA;C04A;C04;C;Cardiovascular;Peripheral vasodilators;Peripheral vasodilators;2-amino-1-phenylethanol derivatives
3680;conivaptan;C03XA02;C03XA02;C03XA;C03X;C03;C;Cardiovascular;Diuretics;Other diuretics;Vasopressin antagonists
550;tolvaptan;C03XA01;C03XA01;C03XA;C03X;C03;C;Cardiovascular;Diuretics;Other diuretics;Vasopressin antagonists
3829;butizide;C03EA14;C03EA14;C03EA;C03E;C03;C;Cardiovascular;Diuretics;Diuretics and potassium-sparing in combinations;Low-ceiling diuretics and potassium-sparing agents
1913;altizide;C03EA04;C03EA04;C03EA;C03E;C03;C;Cardiovascular;Diuretics;Diuretics and potassium-sparing in combinations;Low-ceiling diuretics and potassium-sparing agents
816;triamterene;C03DB02;C03DB02;C03DB;C03D;C03;C;Cardiovascular;Diuretics;Potassium sparing agents;Other potassium-sparing agents
1399;amiloride;C03DB01;C03DB01;C03DB;C03D;C03;C;Cardiovascular;Diuretics;Potassium sparing agents;Other potassium-sparing agents
2479;finerenone;C03DA05;C03DA05;C03DA;C03D;C03;C;Cardiovascular;Diuretics;Potassium sparing agents;Aldosterone antagonists
721;eplerenone;C03DA04;C03DA04;C03DA;C03D;C03;C;Cardiovascular;Diuretics;Potassium sparing agents;Aldosterone antagonists
1746;canrenone;C03DA03;C03DA03;C03DA;C03D;C03;C;Cardiovascular;Diuretics;Potassium sparing agents;Aldosterone antagonists
1603;canrenoic acid;C03DA02;C03DA02;C03DA;C03D;C03;C;Cardiovascular;Diuretics;Potassium sparing agents;Aldosterone antagonists
102;spironolactone;C03DA01;C03DA01;C03DA;C03D;C03;C;Cardiovascular;Diuretics;Potassium sparing agents;Aldosterone antagonists
6311;tienilic acid;C03CC02;C03CC02;C03CC;C03C;C03;C;Cardiovascular;Diuretics;High-ceiling diuretics;Aryloxyacetic acid derivatives
2240;etacrynic acid;C03CC01;C03CC01;C03CC;C03C;C03;C;Cardiovascular;Diuretics;High-ceiling diuretics;Aryloxyacetic acid derivatives
335;torasemide;C03CA04;C03CA04;C03CA;C03C;C03;C;Cardiovascular;Diuretics;High-ceiling diuretics;Sulfonamides, plain
2894;piretanide;C03CA03;C03CA03;C03CA;C03C;C03;C;Cardiovascular;Diuretics;High-ceiling diuretics;Sulfonamides, plain
504;bumetanide;C03CA02;C03CA02;C03CA;C03C;C03;C;Cardiovascular;Diuretics;High-ceiling diuretics;Sulfonamides, plain
25;furosemide;C03CA01;C03CA01;C03CA;C03C;C03;C;Cardiovascular;Diuretics;High-ceiling diuretics;Sulfonamides, plain
3087;cicletanine;C03BX03;C03BX03;C03BX;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Other low-ceiling diuretics
2844;theobromine;C03BD01;C03BD01;C03BD;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Xanthine derivatives
6705;mersalyl;C03BC01;C03BC01;C03BC;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Mercurial diuretics
539;indapamide;C03BA11;C03BA11;C03BA;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Sulfonamides, plain
1382;xipamide;C03BA10;C03BA10;C03BA;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Sulfonamides, plain
4715;meticrane;C03BA09;C03BA09;C03BA;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Sulfonamides, plain
677;metolazone;C03BA08;C03BA08;C03BA;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Sulfonamides, plain
4702;clofenamide;C03BA07;C03BA07;C03BA;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Sulfonamides, plain
3389;mefruside;C03BA05;C03BA05;C03BA;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Sulfonamides, plain
718;chlortalidone;C03BA04;C03BA04;C03BA;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Sulfonamides, plain
3548;clopamide;C03BA03;C03BA03;C03BA;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Sulfonamides, plain
5888;quinethazone;C03BA02;C03BA02;C03BA;C03B;C03;C;Cardiovascular;Diuretics;Other low-ceiling diuretics;Sulfonamides, plain
6070;cyclothiazide;C03AA09;C03AA09;C03AA;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;Thiazides, plain
3645;methyclothiazide;C03AA08;C03AA08;C03AA;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;Thiazides, plain
4219;cyclopenthiazide;C03AA07;C03AA07;C03AA;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;Thiazides, plain
1308;trichlormethiazide;C03AA06;C03AA06;C03AA;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;Thiazides, plain
5648;polythiazide;C03AA05;C03AA05;C03AA;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;Thiazides, plain
1696;chlorothiazide;C03AA04;C03AA04;C03AA;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;Thiazides, plain
70;hydrochlorothiazide;C03AA03;C03AA03;C03AA;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;Thiazides, plain
4168;hydroflumethiazide;C03AA02;C03AA02;C03AA;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;Thiazides, plain
741;bendroflumethiazide;C03AA01;C03AA01;C03AA;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;Thiazides, plain
2683;thiazides, unspecified;C03A;C03A;C03A;C03A;C03;C;Cardiovascular;Diuretics;Thiazides;NA
1362;diuretics, unspecified;C03;C03;NA;NA;C03;C;Cardiovascular;Diuretics;NA;NA
430;riociguat;C02KX05;C02KX05;C02KX;C02K;C02;C;Cardiovascular;Antihypertensives;Other antihypertensives;Antihypertensives for pulmonary arterial hypertension
332;macitentan;C02KX04;C02KX04;C02KX;C02K;C02;C;Cardiovascular;Antihypertensives;Other antihypertensives;Antihypertensives for pulmonary arterial hypertension
3525;sitaxentan;C02KX03;C02KX03;C02KX;C02K;C02;C;Cardiovascular;Antihypertensives;Other antihypertensives;Antihypertensives for pulmonary arterial hypertension
122;ambrisentan;C02KX02;C02KX02;C02KX;C02K;C02;C;Cardiovascular;Antihypertensives;Other antihypertensives;Antihypertensives for pulmonary arterial hypertension
379;bosentan;C02KX01;C02KX01;C02KX;C02K;C02;C;Cardiovascular;Antihypertensives;Other antihypertensives;Antihypertensives for pulmonary arterial hypertension
4196;ketanserin;C02KD01;C02KD01;C02KD;C02K;C02;C;Cardiovascular;Antihypertensives;Other antihypertensives;Serotonin antagonists
3022;metirosine;C02KB01;C02KB01;C02KB;C02K;C02;C;Cardiovascular;Antihypertensives;Other antihypertensives;Tyrosine hydroxylase inhibitors
2267;nitroprusside;C02DD01;C02DD01;C02DD;C02D;C02;C;Cardiovascular;Antihypertensives;Agents acting on arterial smooth muscle;Nitroferricyanide derivatives
289;minoxidil;C02DC01;C02DC01;C02DC;C02D;C02;C;Cardiovascular;Antihypertensives;Agents acting on arterial smooth muscle;Pyrimidine derivatives
6493;cadralazine;C02DB04;C02DB04;C02DB;C02D;C02;C;Cardiovascular;Antihypertensives;Agents acting on arterial smooth muscle;Hydrazinophthalazine derivatives
6589;endralazine;C02DB03;C02DB03;C02DB;C02D;C02;C;Cardiovascular;Antihypertensives;Agents acting on arterial smooth muscle;Hydrazinophthalazine derivatives
527;hydralazine;C02DB02;C02DB02;C02DB;C02D;C02;C;Cardiovascular;Antihypertensives;Agents acting on arterial smooth muscle;Hydrazinophthalazine derivatives
2520;dihydralazine;C02DB01;C02DB01;C02DB;C02D;C02;C;Cardiovascular;Antihypertensives;Agents acting on arterial smooth muscle;Hydrazinophthalazine derivatives
1719;diazoxide;C02DA01;C02DA01;C02DA;C02D;C02;C;Cardiovascular;Antihypertensives;Agents acting on arterial smooth muscle;Thiazide derivatives
5393;debrisoquine;C02CC04;C02CC04;C02CC;C02C;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, peripherically acting;Guanidine derivatives
6140;guanoxan;C02CC03;C02CC03;C02CC;C02C;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, peripherically acting;Guanidine derivatives
4609;guanethidine;C02CC02;C02CC02;C02CC;C02C;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, peripherically acting;Guanidine derivatives
4998;betanidine;C02CC01;C02CC01;C02CC;C02C;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, peripherically acting;Guanidine derivatives
1051;urapidil;C02CA06;C02CA06;C02CA;C02C;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, peripherically acting;Alpha-adrenoreceptor antagonists
597;doxazosin;C02CA04;C02CA04;C02CA;C02C;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, peripherically acting;Alpha-adrenoreceptor antagonists
5686;trimazosin;C02CA03;C02CA03;C02CA;C02C;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, peripherically acting;Alpha-adrenoreceptor antagonists
2922;indoramin;C02CA02;C02CA02;C02CA;C02C;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, peripherically acting;Alpha-adrenoreceptor antagonists
948;prazosin;C02CA01;C02CA01;C02CA;C02C;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, peripherically acting;Alpha-adrenoreceptor antagonists
5285;mecamylamine;C02BB01;C02BB01;C02BB;C02B;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, ganglion-blocking;Secondary and tertiary amines
5459;trimetaphan;C02BA01;C02BA01;C02BA;C02B;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, ganglion-blocking;Sulfonium derivatives
1393;rilmenidine;C02AC06;C02AC06;C02AC;C02A;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, centrally acting;Imidazoline receptor agonists
1105;moxonidine;C02AC05;C02AC05;C02AC;C02A;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, centrally acting;Imidazoline receptor agonists
1231;guanfacine;C02AC02;C02AC02;C02AC;C02A;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, centrally acting;Imidazoline receptor agonists
302;clonidine;C02AC01;N02CX02;C02AC;C02A;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, centrally acting;Imidazoline receptor agonists
939;methyldopa;C02AB01;C02AB01;C02AB;C02A;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, centrally acting;Methyldopa
5017;deserpidine;C02AA05;C02AA05;C02AA;C02A;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, centrally acting;Rauwolfia alkaloids
2949;reserpine;C02AA02;C02AA02;C02AA;C02A;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, centrally acting;Rauwolfia alkaloids
6268;rescinnamine;C02AA01;C02AA01;C02AA;C02A;C02;C;Cardiovascular;Antihypertensives;Antiadrenergic, centrally acting;Rauwolfia alkaloids
1030;antihypertensives, unspecified;C02;C02;C02;C02;C02;C;Cardiovascular;Antihypertensives;NA;NA
2476;mavacamten;C01EB24;C01EB24;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
3508;meldonium;C01EB22;C01EB22;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
1167;regadenoson;C01EB21;C01EB21;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
607;ranolazine;C01EB18;C01EB18;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
985;ivabradine;C01EB17;C01EB17;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
42;ibuprofen;C01EB16;M01AE01;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
1569;trimetazidine;C01EB15;C01EB15;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
1452;adenosine;C01EB10;C01EB10;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
669;ubidecarenone;C01EB09;C01EB09;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
2982;creatine phosphate;C01EB06;C01EB06;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
5387;creatinolfosfate;C01EB05;C01EB05;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
622;indometacin;C01EB03;M01AB01;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
2712;camphora;C01EB02;C01EB02;C01EB;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Other cardiac preparations
1100;alprostadil;C01EA01;C01EA01;C01EA;C01E;C01;C;Cardiovascular;Cardiac therapy;Other cardiac;Prostaglandins
2513;vericiguat;C01DX22;C01DX22;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
3379;serelaxin;C01DX21;C01DX21;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
2619;nesiritide;C01DX19;C01DX19;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
3417;linsidomine;C01DX18;C01DX18;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
916;nicorandil;C01DX16;C01DX16;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
5780;cloridarol;C01DX15;C01DX15;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
1525;molsidomine;C01DX12;C01DX12;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
3327;trapidil;C01DX11;C01DX11;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
2602;dilazep;C01DX10;C01DX10;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
3202;heptaminol;C01DX08;C01DX08;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
5809;etafenone;C01DX07;C01DX07;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
5551;hexobendine;C01DX06;C01DX06;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
6038;carbocromen;C01DX05;C01DX05;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
5495;benziodarone;C01DX04;C01DX04;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
6741;oxyfedrine;C01DX03;C01DX03;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
6164;prenylamine;C01DX02;C01DX02;C01DX;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Other vasodilators used in cardiac diseases
6620;flosequinan;C01DB01;C01DB01;C01DB;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Quinolone vasodilators
6844;tenitramine;C01DA38;C01DA38;C01DA;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Organic nitrates
454;isosorbide mononitrate;C01DA14;C01DA14;C01DA;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Organic nitrates
3222;trolnitrate;C01DA09;C01DA09;C01DA;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Organic nitrates
788;isosorbide dinitrate;C01DA08;C01DA08;C01DA;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Organic nitrates
2221;propatylnitrate;C01DA07;C01DA07;C01DA;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Organic nitrates
2404;pentaerithrityl tetranitrate;C01DA05;C01DA05;C01DA;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Organic nitrates
280;glyceryl trinitrate;C01DA02;C01DA02;C01DA;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Organic nitrates
2725;organic nitrates, unspecified;C01DA;C01DA;C01DA;C01D;C01;C;Cardiovascular;Cardiac therapy;Vasodilators;Organic nitrates
2745;angiotensin ii;C01CX09;C01CX09;C01CX;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Other cardiac stimulants
2244;levosimendan;C01CX08;C01CX08;C01CX;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Other cardiac stimulants
5485;angiotensinamide;C01CX06;C01CX06;C01CX;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Other cardiac stimulants
4212;bucladesine;C01CE04;C01CE04;C01CE;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Phosphodiesterase inhibitors
3428;enoximone;C01CE03;C01CE03;C01CE;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Phosphodiesterase inhibitors
1406;milrinone;C01CE02;C01CE02;C01CE;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Phosphodiesterase inhibitors
4208;amrinone;C01CE01;C01CE01;C01CE;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Phosphodiesterase inhibitors
462;droxidopa;C01CA27;C01CA27;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
1468;ephedrine;C01CA26;C01CA26;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
2241;amezinium;C01CA25;C01CA25;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
276;epinephrine;C01CA24;C01CA24;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
3242;theodrenaline;C01CA23;C01CA23;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
5748;arbutamine;C01CA22;C01CA22;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
